deal_slug,deal_title,merchant,brand_name,headline,category,short_description,description,source,source_file,voucher_url,card_image,banner_image,brand_logo,scraped_discount_percent,discount_percent,raw_offer_text,threshold,token_amount,coupon_prefix,enabled,featured,sort_order,voucher_value,flat_discount_amount,final_payable_after_unlock,original_price,how_to_use,terms_and_conditions
ode-spa-salon-private-unlock,Ode Spa Salon Private Unlock,Ode Spa Salon,Ode Spa Salon,Ode Spa Salon Private Unlock,Fashion & Lifestyle,"Start a private unlock for Ode Spa Salon, invite your circle, and claim the voucher once your room hits the target.","Start a private unlock for Ode Spa Salon, invite your circle, and claim the voucher once your room hits the target.",woohoo,woohoo_fashionandlifestyle.csv,https://www.woohoo.in/o2-spa-salon-e-gift-instant-voucher,https://b2cstatic.woohoo.in/media/catalog/product/3/9/39_ode_spa_salon-p-995539.png?appId=12,https://b2cstatic.woohoo.in/media/catalog/product/3/9/39_ode_spa_salon-p-995539.png?appId=12,https://d1o7uku192uawx.cloudfront.net/prod-woohoo/woohoo/woohoo-card/brands/689b4d28-bea0-4ba8-81b9-58ec998914bf.png,12,52,12% Discount,3,99,ODESPASALON,true,true,265,500,200,240,500,Present the card at any ODE Spa outlet or during online booking. | Choose your desired service(s). | The card value will be adjusted against your bill total.,"ODE Spa Gift Card – Terms & Conditions | The ODE Spa Gift Card is not a legal tender or a replacement for a credit or debit card. | This card cannot be exchanged for cash or cheque under any circumstances. | Each card carries a specific validity period — please check the same before use at ODE Spa outlets. | Card validity: 180 days from the date of activation. | The holder of this card is deemed to be the beneficiary. | This Gift Card is valid across all ODE Spa outlets. Please refer to the outlet list at https://www.woohoo.in/odespa-store-list. | A maximum of five gift cards can be redeemed against a single invoice. | Lost, mutilated, or defaced cards will not be replaced or compensated under any circumstances. | No returns and no refunds are permitted on Gift Cards, E-Gift Cards, or Gift Cards shipped by woohoo.in. Please refer to the refund policy at http://www.woohoo.in/faq for more details. | This card is not applicable on returned, refunded, or cancelled orders (if applicable). | Any redemption-related queries must be directed to Ode Spa Customer Care at ? 92470 20202. | E-Gift Cards are normally delivered instantly; however, due to occasional system issues, delivery may be delayed up to 24 hours. | All disputes shall be referred to Masti Health and Beauty Pvt. Ltd. (operator of Ode Spa), and the company’s decision shall be final. | Subject to the foregoing, these terms and conditions are governed by the laws of India and fall under the jurisdiction of courts in Secunderabad / Hyderabad."
oh-calcutta-private-unlock,Oh! Calcutta Private Unlock,Oh! Calcutta,Oh! Calcutta,Oh! Calcutta Private Unlock,Food,"Start a private unlock for Oh! Calcutta, invite your circle, and claim the voucher once your room hits the target.","Start a private unlock for Oh! Calcutta, invite your circle, and claim the voucher once your room hits the target.",gyftr,gyftr_food.csv,https://www.gyftr.com/oh-calcutta,https://www.gyftr.com/_next/image?url=https%3A%2F%2Fcdn2.gyftr.com%2Fgyftrweb%2Fbrands%2F141.png&w=384&q=75,https://www.gyftr.com/_next/image?url=https%3A%2F%2Fcdn2.gyftr.com%2Fgyftrweb%2Fbrands%2F141.png&w=384&q=75,,8,48,Savings 8%,3,99,OHCALCUTTA,true,false,266,500,200,260,500,Follow the below-given steps to redeem your Oh! Calcutta Gift Card,Gift Vouchers CANNOT be used Online. | Multiple Gift Vouchers CAN be used in one bill. | Gift Vouchers CANNOT be used for Meal Combos. | Gift Vouchers are ACCEPTED at all Listed Outlets.
ola-cabs-private-unlock,OLA CABS Private Unlock,OLA CABS,OLA CABS,OLA CABS Private Unlock,Travel,"Start a private unlock for OLA CABS, invite your circle, and claim the voucher once your room hits the target.","Start a private unlock for OLA CABS, invite your circle, and claim the voucher once your room hits the target.",gyftr,gyftr_travel.csv,https://www.gyftr.com/ola-cabs,https://www.gyftr.com/_next/image?url=https%3A%2F%2Fcdn2.gyftr.com%2Fgyftrweb%2Fbrands%2F5.png&w=384&q=75,https://www.gyftr.com/_next/image?url=https%3A%2F%2Fcdn2.gyftr.com%2Fgyftrweb%2Fbrands%2F5.png&w=384&q=75,,,40,,3,99,OLACABS,true,true,267,500,200,300,500,Here's how you can redeem your Ola Gift Card,Gift voucher CAN only be used online on OLA APP. | This is a One-time use GV / GC. The GV/GC cannot be redeemed partially. | Only One Gift voucher CAN be used in one bill. | Gift voucher CANNOT be clubbed with on-going promotions/offers.
organic-india-private-unlock,ORGANIC INDIA Private Unlock,ORGANIC INDIA,ORGANIC INDIA,ORGANIC INDIA Private Unlock,Beauty & Wellness,"Start a private unlock for ORGANIC INDIA, invite your circle, and claim the voucher once your room hits the target.","Start a private unlock for ORGANIC INDIA, invite your circle, and claim the voucher once your room hits the target.",gyftr,gyftr_beautyandwellness.csv,https://www.gyftr.com/organic-india,https://www.gyftr.com/_next/image?url=https%3A%2F%2Fcdn2.gyftr.com%2Fgyftrweb%2Fbrands%2Flogo_logo1744794592.png&w=384&q=75,https://www.gyftr.com/_next/image?url=https%3A%2F%2Fcdn2.gyftr.com%2Fgyftrweb%2Fbrands%2Flogo_logo1744794592.png&w=384&q=75,,10,50,Savings 10%,3,99,ORGANICINDIA,true,false,268,500,200,250,500,Follow these steps | Buy 300+ Brands Gift Cards at www.gyftr.com for Different Occasions,Gift Vouchers are ACCEPTED at all Listed Outlets. | Gift vouchers once expired cannot be revalidated. | Multiple Gift Vouchers can be used in one bill.
oven-story-private-unlock,Oven Story Private Unlock,Oven Story,Oven Story,Oven Story Private Unlock,Food,"Start a private unlock for Oven Story, invite your circle, and claim the voucher once your room hits the target.","Start a private unlock for Oven Story, invite your circle, and claim the voucher once your room hits the target.",gyftr,gyftr_food.csv,https://www.gyftr.com/oven-story,https://www.gyftr.com/_next/image?url=https%3A%2F%2Fcdn2.gyftr.com%2Fgyftrweb%2Fbrands%2F66540.png&w=384&q=75,https://www.gyftr.com/_next/image?url=https%3A%2F%2Fcdn2.gyftr.com%2Fgyftrweb%2Fbrands%2F66540.png&w=384&q=75,,12,52,Savings 12%,3,99,OVENSTORY,true,false,269,500,200,240,500,"Visit Eat Sure App / Website & enter the mobile number and proceed with OTP verification. | Select the product and add it to the cart. Select Proceed to Pay. | All vouchers linked to your number will be visible. You can click on the Redeem button to redeem the gift card. After redemption, the gift card amount will be added to Eat Sure Wallet. | After redeeming all vouchers, if there is any remaining amount, you can pay using CC / DC / UPI on eat sure itself.","EatSure Gift Voucher (GV) issued by their banking partner would be accepted only on the EatSure App/Web. | All these brands ( Ovenstory, Faasos, Wendy's, Behrouz biryani, Sweet Truth, Lunch Box & The Good Bowl) Gift voucher are acceptable at EatSure App/Web. | EatSureGV balance can be used over multiple transactions as per any amount. | Gift Vouchers CANNOT be clubbed with other aggregator offers. | Gift Vouchers can be used to buy discounted products."
palmonas-private-unlock,Palmonas Private Unlock,Palmonas,Palmonas,Palmonas Private Unlock,Ecommerce,"Start a private unlock for Palmonas, invite your circle, and claim the voucher once your room hits the target.","Start a private unlock for Palmonas, invite your circle, and claim the voucher once your room hits the target.",gyftr,gyftr_ecommerce.csv,https://www.gyftr.com/palmonas,https://www.gyftr.com/_next/image?url=https%3A%2F%2Fcdn2.gyftr.com%2Fgyftrweb%2Fbrands%2Flogo_palmonas1777030924.png&w=384&q=75,https://www.gyftr.com/_next/image?url=https%3A%2F%2Fcdn2.gyftr.com%2Fgyftrweb%2Fbrands%2Flogo_palmonas1777030924.png&w=384&q=75,,,40,,3,99,PALMONAS,true,true,270,500,200,300,500,"https://palmonas.com and select your preferred product and click on Proceed to Checkout. | On the checkout, enter the voucher code and click on Apply. | Select the e-Pay Balance to be utilised and click on Apply. The e-Pay amount gets deducted from the total amount.",The GV/e-Pay that will be accepted on the Palmonas website. | The GV/e-Pay can be clubbed with the existing offers. | GV/e-Pay can be used for all purchases of products and services.
pantaloons-private-unlock,Pantaloons Private Unlock,Pantaloons,Pantaloons,Pantaloons Private Unlock,Fashion & Lifestyle,"Start a private unlock for Pantaloons, invite your circle, and claim the voucher once your room hits the target.","Start a private unlock for Pantaloons, invite your circle, and claim the voucher once your room hits the target.",woohoo,woohoo_fashionandlifestyle.csv,https://www.woohoo.in/pantaloons-e-gift-instant-voucher,https://b2cstatic.woohoo.in/media/catalog/product/p/a/pantaloons_5157458072624500.png?appId=12,https://b2cstatic.woohoo.in/media/catalog/product/p/a/pantaloons_5157458072624500.png?appId=12,https://d1o7uku192uawx.cloudfront.net/prod-woohoo/woohoo/woohoo-card/brands/145901d1-e836-4f5d-b73d-fb0d85bbb1f4.png,8.5,48,8.5% Discount,3,99,PANTALOONS,true,false,271,500,200,260,500,Visit the official website and log in using your registered credentials. | Select the desired product and proceed to check out. | On the payment page choose the Gift Card option. | Enter the Gift Card and PIN numbers (Ensure that the Gift Card is redeemable only once for any remaining amount is forfeited if used more than once). | Confirm the updated payable amount and complete the transaction. | Visit an outlet near you. Before making the purchase confirm the acceptance of e-Gift Card at the store. | Choose the products you would like to buy. | Show your e-Gift Card details to the cashier at the time of billing and pay any balance amount by cash or card.,"Pantaloons E-Gift voucher can be redeemed against purchases done for products at Pantaloons stores across India (For list of Stores, click here Store Locator – Buy Clothes & Accessories at Store | pantaloons.com and for online purchases done at Pantaloons.com | Multiple Pantaloons E-Gift Vouchers can be redeemed against a single invoice. | Pantaloons E-Gift voucher is valid for a period of 12 months from the date of activation and will not be extended under any circumstances. | Pantaloons E-Gift voucher is redeemable only once and can be redeemed only by the Pantaloons E-Gift Voucher bearer. | Pantaloons E-Gift Voucher cannot be redeemed at shop-in-shops & on purchase of jewellery. | Pantaloons E-Gift Voucher has to be redeemed in full and partial redemption is not allowed. | Pantaloons E-Gift Voucher is not redeemable for cash or credit nor can be exchanged for a gift voucher/gift card. | Pantaloons E-Gift Voucher can be redeemed only AFTER 4 HOURS from the time of purchase, across any Pantaloons store and at Pantaloons.com | No duplicate voucher will be issued if a Pantaloons E-Gift Voucher is lost or misplaced. | Providing the correct mobile no & e-mail Id will be the customer's responsibility for triggering the Pantaloons E-Gift Voucher redemption code. | Physical Pantaloons Gift Voucher is not redeemable at Pantaloons.com | Protect the Pantaloons E-Gift Voucher number and PIN to avoid misuse. Pantaloons shall not assume any liability in case the Pantaloons E-Gift Voucher PIN gets stolen/compromised. | Pantaloons E-Gift Voucher bearer shall be solely responsible for the security and safekeeping of the Pantaloons E-Gift Voucher code. | Any dispute should be referred to the Pantaloons division of Aditya Birla Fashion and Retail Limited (Company), and the decision of the Company shall be final. | Please contact shop manager in case if you are facing any issue in redeeming the Pantaloons E-Gift Voucher and if the issue is still not resolved, you may write to us at support@woohoo.in . | In case the value of the merchandise purchased exceeds the value of Pantaloons E-Gift Voucher, then the differential amount shall need to be paid by the Pantaloons E-Gift Voucher bearer. No refunds / credit note shall be issued for unused part of the Pantaloons E-Gift Voucher. | Pantaloons reserves the right to alter any / all the terms and conditions of this Pantaloons E-Gift Voucher any time without any prior notice. | This Pantaloons E-Gift Voucher has been issued subject to the terms of the Company. Litigation, if any, is subject to jurisdiction of courts in Mumbai. | E-Gift Cards are normally delivered instantly. But sometimes due to system issues, the delivery can be delayed up-to 24 - 48 hours. | No returns and no refunds on gift cards, e-gift cards and gift vouchers shipped by woohoo.in. Please check the refund policy at http://www.woohoo.in/faq for further details. | Please contact shop manager in case if you are facing any issue in redeeming the Pantaloons E-Gift Voucher and if the issue is still not resolved, you may write to us at gcsupport.woohoo@pinelabs.com"
park-avenue-private-unlock,Park Avenue Private Unlock,Park Avenue,Park Avenue,Park Avenue Private Unlock,Fashion,"Start a private unlock for Park Avenue, invite your circle, and claim the voucher once your room hits the target.","Start a private unlock for Park Avenue, invite your circle, and claim the voucher once your room hits the target.",gyftr,gyftr_fashion.csv,https://www.gyftr.com/park-avenue,https://www.gyftr.com/_next/image?url=https%3A%2F%2Fcdn2.gyftr.com%2Fgyftrweb%2Fbrands%2Flogo_logo1728462732.png&w=384&q=75,https://www.gyftr.com/_next/image?url=https%3A%2F%2Fcdn2.gyftr.com%2Fgyftrweb%2Fbrands%2Flogo_logo1728462732.png&w=384&q=75,,10,50,Savings 10%,3,99,PARKAVENUE,true,false,272,500,200,250,500,"Share the registered mobile number with the cashier, once products are scanned for invoicing by the cashier. . Cashier to inform the available Gift Voucher and its balance. | Customer to confirm the amount to be used for redemption and proceed further for balance payment, if any. | Cashier to proceed with invoicing.",Gift Voucher/ e-Pay is ACCEPTED at all Listed Outlets. | Gift Voucher/ e-Pay CANNOT be used Online. | Gift Voucher/e-Pay CAN be used during the Sale. | Multiple Gift Vouchers CAN be combined & added to the e-Pay balance. | Gift Voucher/ e-Pay CANNOT be used on discounted products during EOSS.
parx-private-unlock,Parx Private Unlock,Parx,Parx,Parx Private Unlock,Fashion,"Start a private unlock for Parx, invite your circle, and claim the voucher once your room hits the target.","Start a private unlock for Parx, invite your circle, and claim the voucher once your room hits the target.",gyftr,gyftr_fashion.csv,https://www.gyftr.com/parx,https://www.gyftr.com/_next/image?url=https%3A%2F%2Fcdn2.gyftr.com%2Fgyftrweb%2Fbrands%2Flogo_logo1733140652.png&w=384&q=75,https://www.gyftr.com/_next/image?url=https%3A%2F%2Fcdn2.gyftr.com%2Fgyftrweb%2Fbrands%2Flogo_logo1733140652.png&w=384&q=75,,10,50,Savings 10%,3,99,PARX,true,false,273,500,200,250,500,"Share the registered mobile number with the cashier, once products are scanned for invoicing by the cashier. . Cashier to inform the available Gift Voucher and its balance. | Customer to confirm the amount to be used for redemption and proceed further for balance payment, if any. | Cashier to proceed with invoicing.",Gift Voucher/ e-Pay is ACCEPTED at all Listed Outlets. | Gift Voucher/ e-Pay CANNOT be used Online. | Gift Voucher/e-Pay CAN be used during the Sale. | Multiple Gift Vouchers CAN be combined & added to the e-Pay balance. | Gift Voucher/ e-Pay CANNOT be used on discounted products during EOSS.
paul-shark-luxe-private-unlock,PAUL SHARK- Luxe Private Unlock,PAUL SHARK- Luxe,PAUL SHARK- Luxe,PAUL SHARK- Luxe Private Unlock,Fashion,"Start a private unlock for PAUL SHARK- Luxe, invite your circle, and claim the voucher once your room hits the target.","Start a private unlock for PAUL SHARK- Luxe, invite your circle, and claim the voucher once your room hits the target.",gyftr,gyftr_fashion.csv,https://www.gyftr.com/paul-and-shark,https://www.gyftr.com/_next/image?url=https%3A%2F%2Fcdn2.gyftr.com%2Fgyftrweb%2Fbrands%2Flogo_paul-%26-shark1759817468.png&w=384&q=75,https://www.gyftr.com/_next/image?url=https%3A%2F%2Fcdn2.gyftr.com%2Fgyftrweb%2Fbrands%2Flogo_paul-%26-shark1759817468.png&w=384&q=75,,,40,,3,99,PAULSHARKLUX,true,false,274,500,200,300,500,Follow these steps to get your Paul & Shark Luxe Gift Card | The attendant will deduct the voucher value from your bill.,Multiple Gift Vouchers CAN be used in one bill. | This Luxe Gift Card is redeemable at more than 45+ participatory brands across India. | Gift Vouchers CANNOT be used during Sale. | Gift Vouchers are ACCEPTED at all listed Outlets. | EGV is ONE time use.
paul-smith-luxe-private-unlock,Paul Smith- Luxe Private Unlock,Paul Smith- Luxe,Paul Smith- Luxe,Paul Smith- Luxe Private Unlock,Fashion,"Start a private unlock for Paul Smith- Luxe, invite your circle, and claim the voucher once your room hits the target.","Start a private unlock for Paul Smith- Luxe, invite your circle, and claim the voucher once your room hits the target.",gyftr,gyftr_fashion.csv,https://www.gyftr.com/luxe-gift-card---paul-smith,https://www.gyftr.com/_next/image?url=https%3A%2F%2Fcdn2.gyftr.com%2Fgyftrweb%2Fbrands%2Flogo_paul-smith1759816080.png&w=384&q=75,https://www.gyftr.com/_next/image?url=https%3A%2F%2Fcdn2.gyftr.com%2Fgyftrweb%2Fbrands%2Flogo_paul-smith1759816080.png&w=384&q=75,,,40,,3,99,PAULSMITHLUX,true,false,275,500,200,300,500,Follow these steps to get your Paul Smith Luxe Gift Card | The attendant will deduct the voucher value from your bill.,Multiple Gift Vouchers CAN be used in one bill. | This Luxe Gift Card is redeemable at more than 45+ participatory brands across India. | Gift Vouchers CANNOT be used during Sale. | Gift Vouchers are ACCEPTED at all listed Outlets. | EGV is ONE time use.
pc-chandra-gems-gold-coin-private-unlock,PC Chandra Gems Gold Coin Private Unlock,PC Chandra Gems Gold Coin,PC Chandra Gems Gold Coin,PC Chandra Gems Gold Coin Private Unlock,Jewellery,"Start a private unlock for PC Chandra Gems Gold Coin, invite your circle, and claim the voucher once your room hits the target.","Start a private unlock for PC Chandra Gems Gold Coin, invite your circle, and claim the voucher once your room hits the target.",woohoo,woohoo_jewellery.csv,https://www.woohoo.in/pc-chandra-gems-gold-coin-e-gift-card-instant-voucher,https://b2cstatic.woohoo.in/media/catalog/product/1/5/15_pc_chandra_gems_gold_coin-p-4107873.png?appId=12,https://b2cstatic.woohoo.in/media/catalog/product/1/5/15_pc_chandra_gems_gold_coin-p-4107873.png?appId=12,https://d1o7uku192uawx.cloudfront.net/prod-woohoo/woohoo/woohoo-card/brands/fb80dcbb-1b96-40bc-b70c-bc0733525c4a.png,1,41,1% Discount,3,99,PCCHANDRAGEM,true,false,276,500,200,295,500,"P C Chandra Gift Card Can be redeemed for all products at participating offline stores and website - www.pcchandraindia.com | For offline store redemption - Please present the Gift card before billing the products at the counter. | For online website redemption - Select the products and add to cart. On checkout page, add the Gift card number & Pin number for making a payment (as one of the payment mode). | If the bill value (at offline & online outlet) is more than the Gift card value, remaining to be paid through other payments mode. | Enter the gift card number and Pin on the checkout for redemption and add products to the cart. E gift card | Proceed to checkout","The P C Chandra Jewellery Coin Card Can be redeemed for all products at participating offline stores and webstore - www.pcchandraindia.com | Treat this card like cash, it cannot be replaced if lost or stolen. | This Gift card is issued by P.C Chandra Jewellers and may only be used for making purchases at participating P.C Chandra Jewellers Showrooms and www.pcchandraindia.com | The Gift Card will be valid for 6 months from the date of purchase/activation. | P. C Chandra Jewellers will not replace or reimburse the value of your card with cash or equivalent, if it is lost, stolen or damaged or expired. | P.C Chandra Jewellers reserves the rights to change the mentioned Gift Card terms and conditions at any time without giving any prior notice. | This card is not a credit card. This is one-time redeemable card, and cannot be used of multiple redemption | This card is the property of P C Chandra Jewellers. If found, please return to PC Chandra Jewellers showrooms (Addresses are available at the website) | For detailed terms and conditions, please login to the website www.pcchandraindia.com or contact us at +918010700400 | To check the card balance visit any of the P C Chandra Jewelers outlet or alternatively you can also check at www.woohoo.in | E-Gift Cards are normally delivered instantly. But sometimes due to system issues, the delivery can be delayed up-to 24 - 48 hours. | No returns and no refunds on gift cards, e-gift cards and gift vouchers shipped by woohoo.in. Please check the refund policy at http://www.woohoo.in/faq for further details."
pc-jeweller-diamond-private-unlock,PC Jeweller Diamond Private Unlock,PC Jeweller Diamond,PC Jeweller Diamond,PC Jeweller Diamond Private Unlock,Fashion,"Start a private unlock for PC Jeweller Diamond, invite your circle, and claim the voucher once your room hits the target.","Start a private unlock for PC Jeweller Diamond, invite your circle, and claim the voucher once your room hits the target.",gyftr,gyftr_fashion.csv,https://www.gyftr.com/pc-jeweller-diamond,https://www.gyftr.com/_next/image?url=https%3A%2F%2Fcdn2.gyftr.com%2Fgyftrweb%2Fbrands%2F135.png&w=384&q=75,https://www.gyftr.com/_next/image?url=https%3A%2F%2Fcdn2.gyftr.com%2Fgyftrweb%2Fbrands%2F135.png&w=384&q=75,,,40,,3,99,PCJEWELLERDI,true,false,277,500,200,300,500,GyFTR Offer Gift Card & Gift Voucher for over 300+ Brands with instant Discount and Delivery.,Gift voucher can be used at listed PC Jeweller outlets. | Multiple Gift voucher can be used in one bill. | Gift voucher can be clubbed with on-going promotions/offers.
pc-jeweller-gold-private-unlock,PC Jeweller Gold Private Unlock,PC Jeweller Gold,PC Jeweller Gold,PC Jeweller Gold Private Unlock,Fashion,"Start a private unlock for PC Jeweller Gold, invite your circle, and claim the voucher once your room hits the target.","Start a private unlock for PC Jeweller Gold, invite your circle, and claim the voucher once your room hits the target.",gyftr,gyftr_fashion.csv,https://www.gyftr.com/pc-jeweller-gold,https://www.gyftr.com/_next/image?url=https%3A%2F%2Fcdn2.gyftr.com%2Fgyftrweb%2Fbrands%2F134.png&w=384&q=75,https://www.gyftr.com/_next/image?url=https%3A%2F%2Fcdn2.gyftr.com%2Fgyftrweb%2Fbrands%2F134.png&w=384&q=75,,,40,,3,99,PCJEWELLERGO,true,false,278,500,200,300,500,GyFTR Offer Gift Card & Gift Voucher for over 300+ Brands with instant Discount and Delivery. | Download the GyFTR App and enjoy upto 40% off on 300+ Top Brand Vouchers! Happy Savings!,Gift voucher can be used at listed PC Jeweller outlets. | Multiple Gift voucher can be used in one bill. | Gift voucher can be clubbed with on-going promotions/offers.
pc-jeweller-gold-coin-private-unlock,PC Jeweller Gold Coin Private Unlock,PC Jeweller Gold Coin,PC Jeweller Gold Coin,PC Jeweller Gold Coin Private Unlock,Fashion,"Start a private unlock for PC Jeweller Gold Coin, invite your circle, and claim the voucher once your room hits the target.","Start a private unlock for PC Jeweller Gold Coin, invite your circle, and claim the voucher once your room hits the target.",gyftr,gyftr_fashion.csv,https://www.gyftr.com/pc-jeweller-gold-coin,https://www.gyftr.com/_next/image?url=https%3A%2F%2Fcdn2.gyftr.com%2Fgyftrweb%2Fbrands%2F57.png&w=384&q=75,https://www.gyftr.com/_next/image?url=https%3A%2F%2Fcdn2.gyftr.com%2Fgyftrweb%2Fbrands%2F57.png&w=384&q=75,,,40,,3,99,PCJEWELLERGO,true,false,279,500,200,300,500,GyFTR Offer Gift Card & Gift Voucher for over 300+ Brands with instant Discount and Delivery.,Gift voucher can be used at listed PC Jeweller outlets. | Multiple Gift voucher can be used in one bill. | Gift voucher can be clubbed with on-going promotions/offers.
pcj-diamond-jewellery-private-unlock,PCJ Diamond Jewellery Private Unlock,PCJ Diamond Jewellery,PCJ Diamond Jewellery,PCJ Diamond Jewellery Private Unlock,Jewellery,"Start a private unlock for PCJ Diamond Jewellery, invite your circle, and claim the voucher once your room hits the target.","Start a private unlock for PCJ Diamond Jewellery, invite your circle, and claim the voucher once your room hits the target.",woohoo,woohoo_jewellery.csv,https://www.woohoo.in/pcj-diamond-jewellery-e-gift-instant-voucher,https://b2cstatic.woohoo.in/media/catalog/product/2/1/21_pcj_diamond_jewellery-p-396760.png?appId=12,https://b2cstatic.woohoo.in/media/catalog/product/2/1/21_pcj_diamond_jewellery-p-396760.png?appId=12,https://d1o7uku192uawx.cloudfront.net/prod-woohoo/woohoo/woohoo-card/brands/7a3c2e86-7380-4ccb-b329-d902944ab0c7.png,5,45,5% Discount,3,99,PCJDIAMONDJE,true,false,280,500,200,275,500,Visit the outlet near you. | Before making the purchase confirm about the acceptance of Gift Card at the store. | Choose the jewellery you would like to buy. | Show your Gift Card details to the cashier at the time of billing & pay any balance amount by cash or card.,"PC Jeweller Gift Card/ e-Gift Card is issued by Pine Labs Limited. | The Gift Card/ e-Gift Card can be purchased for variable denomination upto Rs. 1,00,000. | Valid Gift Card/ e-Gift Card in its original form has to be presented as a payment option at the time of making a purchase. | Multiple transactions can be performed on a Gift Card, e-Gift Card is Only One time Redeemable. | A Gold Coin Card can be used to purchase Gold Coin/ Diamond Jewellery/ Gold Jewellery. | A Gold Jewellery Card can be used to purchase Diamond Jewellery/ Gold Jewellery. | A Diamond Jewellery Card can be used to purchase Diamond Jewellery only | The E- Gift Card’s will carry a card number and a PIN, which will be used for redemption / validation of the card and the amount. The PC Jeweller E- Gift Card is a bearer's card hence no OTP will be sent to the customer at the time of redemption. | The Gift Card/ e-Gift Card may be used at all PC Jeweller stores. | The Gift Card / e-Gift Card balance must be used within two years of the date of issue. | Any unused balance will expire after two years from the date of issue. | This Gift Card/ e-Gift Card cannot be transferred for balance value or redeemed for cash. | This Gift Card/ e-Gift Card is cash equivalent. Pine Labs, PC Jeweller or their affiliates are not responsible if this Gift Card is lost, stolen or destroyed or used without permission. | No refund, replacement or cash back would be considered against the Gift Card/ E-Gift Card. | Any defaced, spoiled or cancelled physical Gift Card is termed invalid and shall not be accepted. | Any dispute shall be referred to PC Jeweller and the decision of PC Jeweller will be final. | Subject to the foregoing, these terms and conditions shall be subject to the jurisdiction of courts at New Delhi, India. | PC Jeweller reserves the entitlement to amend these terms and conditions from time to time. Any change in these terms and conditions can be viewed on our website. | Non-receipt of Gift Card post 7 days of receipt of dispatch confirmation has to be reported immediately or else Pine Labs, PC Jeweller or their affiliates will not be liable for the misuse of the card. | Purchase against the Gift Card will be subject to government prescribed limits for cash purchases. | E-Gift Cards are normally delivered instantly. But sometimes due to system issues, the delivery can be delayed up-to 24 - 48 hours. | No returns and no refunds on gift cards, e-gift cards and gift vouchers shipped by woohoo.in. Please check the refund policy at http://www.woohoo.in/faq for further details."
pcj-gold-jewellery-private-unlock,PCJ Gold Jewellery Private Unlock,PCJ Gold Jewellery,PCJ Gold Jewellery,PCJ Gold Jewellery Private Unlock,Jewellery,"Start a private unlock for PCJ Gold Jewellery, invite your circle, and claim the voucher once your room hits the target.","Start a private unlock for PCJ Gold Jewellery, invite your circle, and claim the voucher once your room hits the target.",woohoo,woohoo_jewellery.csv,https://www.woohoo.in/pcj-gold-jewellery-e-gift-instant-voucher,https://b2cstatic.woohoo.in/media/catalog/product/0/4/04_pcj_gold_jewellery-p-405632.png?appId=12,https://b2cstatic.woohoo.in/media/catalog/product/0/4/04_pcj_gold_jewellery-p-405632.png?appId=12,https://d1o7uku192uawx.cloudfront.net/prod-woohoo/woohoo/woohoo-card/brands/7a3c2e86-7380-4ccb-b329-d902944ab0c7.png,2,42,2% Discount,3,99,PCJGOLDJEWEL,true,false,281,500,200,290,500,Visit the outlet near you. | Before making the purchase confirm about the acceptance of Gift Card at the store. | Choose the jewellery you would like to buy. | Show your Gift Card details to the cashier at the time of billing & pay any balance amount by cash or card.,"PC Jeweller Gift Card/ e-Gift Card is issued by Pine Labs Limited. | The Gift Card/ e-Gift Card can be purchased for variable denomination upto Rs. 1,00,000. | Valid Gift Card/ e-Gift Card in its original form has to be presented as a payment option at the time of making a purchase. | Multiple transactions can be performed on a Gift Card, e-Gift Card is Only One time Redeemable. | A Gold Coin Card can be used to purchase Gold Coin/ Diamond Jewellery/ Gold Jewellery. | A Gold Jewellery Card can be used to purchase Diamond Jewellery/ Gold Jewellery. | A Diamond Jewellery Card can be used to purchase Diamond Jewellery only | The E- Gift Card’s will carry a card number and a PIN, which will be used for redemption / validation of the card and the amount. The PC Jeweller E- Gift Card is a bearer's card hence no OTP will be sent to the customer at the time of redemption. | The Gift Card/ e-Gift Card may be used at all PC Jeweller stores. | The Gift Card / e-Gift Card balance must be used within two years of the date of issue. | Any unused balance will expire after two years from the date of issue. | This Gift Card/ e-Gift Card cannot be transferred for balance value or redeemed for cash. | This Gift Card/ e-Gift Card is cash equivalent. Pine Labs, PC Jeweller or their affiliates are not responsible if this Gift Card is lost, stolen or destroyed or used without permission. | No refund, replacement or cash back would be considered against the Gift Card/ E-Gift Card. | Any defaced, spoiled or cancelled physical Gift Card is termed invalid and shall not be accepted. | Any dispute shall be referred to PC Jeweller and the decision of PC Jeweller will be final. | Subject to the foregoing, these terms and conditions shall be subject to the jurisdiction of courts at New Delhi, India. | PC Jeweller reserves the entitlement to amend these terms and conditions from time to time. Any change in these terms and conditions can be viewed on our website. | Non-receipt of Gift Card post 7 days of receipt of dispatch confirmation has to be reported immediately or else Pine Labs, PC Jeweller or their affiliates will not be liable for the misuse of the card. | Purchase against the Gift Card will be subject to government prescribed limits for cash purchases. | E-Gift Cards are normally delivered instantly. But sometimes due to system issues, the delivery can be delayed up-to 24 - 48 hours. | No returns and no refunds on gift cards, e-gift cards and gift vouchers shipped by woohoo.in. Please check the refund policy at http://www.woohoo.in/faq for further details."
